0.000000000000000000e+00,0.000000000000000000e+00
1.257257257257257330e-02,1.580612526039810301e-04
2.514514514514514659e-02,6.321450769776252015e-04
3.771771771771771642e-02,1.421951735988452982e-03
5.029029029029029318e-02,2.526981878317111942e-03
6.286286286286286995e-02,3.946536854169756248e-03
7.543543543543543284e-02,5.679719156995889986e-03
8.800800800800800960e-02,7.725432990932412473e-03
1.005805805805805864e-01,1.008238496361507641e-02
1.131531531531531631e-01,1.274908490391936551e-02
1.257257257257257399e-01,1.572384680411374747e-02
1.382982982982983167e-01,1.900478988582964338e-02
1.508708708708708657e-01,2.258983978917417784e-02
1.634434434434434424e-01,2.647672988423386761e-02
1.760160160160160192e-01,3.066300270414009863e-02
1.885885885885885960e-01,3.514601149879022224e-02
2.011611611611611727e-01,3.992292190824217601e-02
2.137337337337337495e-01,4.499071375472439571e-02
2.263063063063063263e-01,5.034618295212808098e-02
2.388788788788789030e-01,5.598594353177477334e-02
2.514514514514514798e-01,6.190642978317802136e-02
2.640240240240240288e-01,6.810389850844614235e-02
2.765965965965966333e-01,7.457443138890042234e-02
2.891691691691691823e-01,8.131393746241241671e-02
3.017417417417417314e-01,8.831815570989447195e-02
3.143143143143143359e-01,9.558265774930779779e-02
3.268868868868868849e-01,1.031028506354847440e-01
3.394594594594594894e-01,1.108739797639957947e-01
3.520320320320320384e-01,1.188911318772239989e-01
3.646046046046046429e-01,1.271492381707481079e-01
3.771771771771771919e-01,1.356430774980685039e-01
3.897497497497497965e-01,1.443672796716513329e-01
4.023223223223223455e-01,1.533163288582023165e-01
4.148948948948948945e-01,1.624845670660253760e-01
4.274674674674674990e-01,1.718661977222593618e-01
4.400400400400400480e-01,1.814552893377322507e-01
4.526126126126126525e-01,1.912457792571156945e-01
4.651851851851852016e-01,2.012314774920087312e-01
4.777577577577578061e-01,2.114060706345268215e-01
4.903303303303303551e-01,2.217631258489224655e-01
5.029029029029029596e-01,2.322960949387139207e-01
5.154754754754754531e-01,2.429983184867491319e-01
5.280480480480480576e-01,2.538630300655896899e-01
5.406206206206206621e-01,2.648833605155501147e-01
5.531931931931932667e-01,2.760523422876904887e-01
5.657657657657657602e-01,2.873629138490135793e-01
5.783383383383383647e-01,2.988079241470851799e-01
5.909109109109109692e-01,3.103801371312500113e-01
6.034834834834834627e-01,3.220722363275891897e-01
6.160560560560560672e-01,3.338768294647248558e-01
6.286286286286286717e-01,3.457864531475460246e-01
6.412012012012012763e-01,3.577935775759029657e-01
6.537737737737737698e-01,3.698906113052867206e-01
6.663463463463463743e-01,3.820699060464810004e-01
6.789189189189189788e-01,3.943237615011553343e-01
6.914914914914915833e-01,4.066444302303400260e-01
7.040640640640640768e-01,4.190241225527061020e-01
7.166366366366366814e-01,4.314550114695523408e-01
7.292092092092092859e-01,4.439292376133858742e-01
7.417817817817817794e-01,4.564389142169685276e-01
7.543543543543543839e-01,4.689761320996859717e-01
7.669269269269269884e-01,4.815329646680872044e-01
7.794994994994995929e-01,4.941014729274340600e-01
7.920720720720720864e-01,5.066737105010914455e-01
8.046446446446446910e-01,5.192417286545835120e-01
8.172172172172172955e-01,5.317975813211419656e-01
8.297897897897897890e-01,5.443333301255668388e-01
8.423623623623623935e-01,5.568410494032245417e-01
8.549349349349349980e-01,5.693128312110105060e-01
8.675075075075076025e-01,5.817407903271053504e-01
8.800800800800800960e-01,5.941170692363684225e-01
8.926526526526527006e-01,6.064338430982119110e-01
9.052252252252253051e-01,6.186833246938171493e-01
9.177977977977977986e-01,6.308577693495650562e-01
9.303703703703704031e-01,6.429494798335676498e-01
9.429429429429430076e-01,6.549508112222038880e-01
9.555155155155156121e-01,6.668541757335849640e-01
9.680880880880881056e-01,6.786520475248913886e-01
9.806606606606607102e-01,6.903369674505498432e-01
9.932332332332333147e-01,7.019015477782396539e-01
1.005805805805805919e+00,7.133384768597517134e-01
1.018378378378378413e+00,7.246405237537392185e-01
1.030950950950950906e+00,7.358005427974461110e-01
1.043523523523523622e+00,7.468114781245164258e-01
1.056096096096096115e+00,7.576663681260288330e-01
1.068668668668668831e+00,7.683583498519416244e-01
1.081241241241241324e+00,7.788806633501570431e-01
1.093813813813813818e+00,7.892266559404677029e-01
1.106386386386386533e+00,7.993897864206809256e-01
1.118958958958959027e+00,8.093636292022601264e-01
1.131531531531531520e+00,8.191418783728720010e-01
1.144104104104104236e+00,8.287183516832679064e-01
1.156676676676676729e+00,8.380869944559797835e-01
1.169249249249249223e+00,8.472418834133604859e-01
1.181821821821821938e+00,8.561772304225457875e-01
1.194394394394394432e+00,8.648873861549724040e-01
1.206966966966966925e+00,8.733668436581389916e-01
1.219539539539539641e+00,8.816102418373479299e-01
1.232112112112112134e+00,8.896123688452316491e-01
1.244684684684684850e+00,8.973681653769165489e-01
1.257257257257257343e+00,9.048727278687437314e-01
1.269829829829829837e+00,9.121213115985226105e-01
1.282402402402402553e+00,9.191093336853570772e-01
1.294974974974975046e+00,9.258323759871502912e-01
1.307547547547547540e+00,9.322861878939520119e-01
1.320120120120120255e+00,9.384666890153863239e-01
1.332692692692692749e+00,9.443699717604566723e-01
1.345265265265265242e+00,9.499923038081030668e-01
1.357837837837837958e+00,9.553301304669412630e-01
1.370410410410410451e+00,9.603800769226995548e-01
1.382982982982983167e+00,9.651389503719286500e-01
1.395555555555555660e+00,9.696037420406348195e-01
1.408128128128128154e+00,9.737716290865633395e-01
1.420700700700700869e+00,9.776399763839253021e-01
1.433273273273273363e+00,9.812063381894431391e-01
1.445845845845845856e+00,9.844684596886602579e-01
1.458418418418418572e+00,9.874242784215354618e-01
1.470990990990991065e+00,9.900719255864228741e-01
1.483563563563563559e+00,9.924097272216134691e-01
1.496136136136136274e+00,9.944362052636880334e-01
1.508708708708708768e+00,9.961500784820154220e-01
1.521281281281281261e+00,9.975502632888051391e-01
1.533853853853853977e+00,9.986358744241996543e-01
1.546426426426426470e+00,9.994062255159746888e-01
1.558998998998999186e+00,9.998608295134968627e-01
1.571571571571571679e+00,9.999993989956567075e-01
1.584144144144144173e+00,9.998218463525904154e-01
1.596716716716716888e+00,9.993282838410710855e-01
1.609289289289289382e+00,9.985190235135334991e-01
1.621861861861861875e+00,9.973945770207821582e-01
1.634434434434434591e+00,9.959556552885014957e-01
1.647007007007007084e+00,9.942031680677769767e-01
1.659579579579579578e+00,9.921382233599099765e-01
1.672152152152152293e+00,9.897621267158888125e-01
1.684724724724724787e+00,9.870763804109607964e-01
1.697297297297297503e+00,9.840826824948263329e-01
1.709869869869869996e+00,9.807829257180559202e-01
1.722442442442442490e+00,9.771791963354070631e-01
1.735015015015015205e+00,9.732737727868008282e-01
1.747587587587587699e+00,9.690691242567893715e-01
1.760160160160160192e+00,9.645679091134264915e-01
1.772732732732732908e+00,9.597729732275271930e-01
1.785305305305305401e+00,9.546873481733808564e-01
1.797877877877877895e+00,9.493142493120526604e-01
1.810450450450450610e+00,9.436570737584879520e-01
1.823023023023023104e+00,9.377193982337037603e-01
1.835595595595595597e+00,9.315049768034240341e-01
1.848168168168168313e+00,9.250177385045906808e-01
1.860740740740740806e+00,9.182617848612496525e-01
1.873313313313313522e+00,9.112413872913823765e-01
1.885885885885886015e+00,9.039609844063237754e-01
1.898458458458458509e+00,8.964251792044714007e-01
1.911031031031031224e+00,8.886387361610637026e-01
1.923603603603603718e+00,8.806065782158640776e-01
1.936176176176176211e+00,8.723337836606557261e-01
1.948748748748748927e+00,8.638255829285187426e-01
1.961321321321321420e+00,8.550873552869135974e-01
1.973893893893893914e+00,8.461246254366664443e-01
1.986466466466466629e+00,8.369430600190046476e-01
1.999039039039039123e+00,8.275484640328518715e-01
2.011611611611611838e+00,8.179467771646448115e-01
2.024184184184184332e+00,8.081440700329977078e-01
2.036756756756756825e+00,7.981465403505829670e-01
2.049329329329329319e+00,7.879605090056587269e-01
2.061901901901901812e+00,7.775924160657188278e-01
2.074474474474474750e+00,7.670488167057919471e-01
2.087047047047047243e+00,7.563363770639653927e-01
2.099619619619619737e+00,7.454618700267523490e-01
2.112192192192192230e+00,7.344321709469673332e-01
2.124764764764764724e+00,7.232542532968201376e-01
2.137337337337337662e+00,7.119351842589716206e-01
2.149909909909910155e+00,7.004821202583441098e-01
2.162482482482482649e+00,6.889023024375056092e-01
2.175055055055055142e+00,6.772030520784950713e-01
2.187627627627627636e+00,6.653917659739773116e-01
2.200200200200200129e+00,6.534759117506586668e-01
2.212772772772773067e+00,6.414630231479160338e-01
2.225345345345345560e+00,6.293606952546304534e-01
2.237917917917918054e+00,6.171765797072260584e-01
2.250490490490490547e+00,6.049183798519641719e-01
2.263063063063063041e+00,5.925938458745400039e-01
2.275635635635635978e+00,5.802107699000660368e-01
2.288208208208208472e+00,5.677769810665415084e-01
2.300780780780780965e+00,5.553003405749166177e-01
2.313353353353353459e+00,5.427887367188890533e-01
2.325925925925925952e+00,5.302500798975686713e-01
2.338498498498498446e+00,5.176922976141686839e-01
2.351071071071071383e+00,5.051233294638787230e-01
2.363643643643643877e+00,4.925511221140989604e-01
2.376216216216216370e+00,4.799836242801958641e-01
2.388788788788788864e+00,4.674287816999680989e-01
2.401361361361361357e+00,4.548945321099937544e-01
2.413933933933933851e+00,4.423888002270353059e-01
2.426506506506506788e+00,4.299194927376771003e-01
2.439079079079079282e+00,4.174944932993632785e-01
2.451651651651651775e+00,4.051216575559926647e-01
2.464224224224224269e+00,3.928088081712289292e-01
2.476796796796796762e+00,3.805637298826593518e-01
2.489369369369369700e+00,3.683941645799337916e-01
2.501941941941942193e+00,3.563078064099945985e-01
2.514514514514514687e+00,3.443122969124884913e-01
2.527087087087087180e+00,3.324152201884424396e-01
2.539659659659659674e+00,3.206240981052539407e-01
2.552232232232232167e+00,3.089463855410272686e-01
2.564804804804805105e+00,2.973894656712637863e-01
2.577377377377377599e+00,2.859606453008878280e-01
2.589949949949950092e+00,2.746671502445530155e-01
2.602522522522522586e+00,2.635161207581588338e-01
2.615095095095095079e+00,2.525146070244590479e-01
2.627667667667668017e+00,2.416695646956186216e-01
2.640240240240240510e+00,2.309878504955382716e-01
2.652812812812813004e+00,2.204762178847233800e-01
2.665385385385385497e+00,2.101413127904434575e-01
2.677957957957957991e+00,1.999896694048775014e-01
2.690530530530530484e+00,1.900277060539035390e-01
2.703103103103103422e+00,1.802617211391438490e-01
2.715675675675675915e+00,1.706978891558331990e-01
2.728248248248248409e+00,1.613422567890232528e-01
2.740820820820820902e+00,1.522007390905971702e-01
2.753393393393393396e+00,1.432791157395073289e-01
2.765965965965966333e+00,1.345830273876020833e-01
2.778538538538538827e+00,1.261179720933526538e-01
2.791111111111111320e+00,1.178893018457313757e-01
2.803683683683683814e+00,1.099022191804446547e-01
2.816256256256256307e+00,1.021617738906553940e-01
2.828828828828828801e+00,9.467285983427653484e-02
2.841401401401401738e+00,8.744021183985331569e-02
2.853973973973974232e+00,8.046840271299286751e-02
2.866546546546546725e+00,7.376184034522896560e-02
2.879119119119119219e+00,6.732476492715565308e-02
2.891691691691691712e+00,6.116124626758768362e-02
2.904264264264264650e+00,5.527518122044396132e-02
2.916836836836837143e+00,4.967029122098193944e-02
2.929409409409409637e+00,4.435011993293751231e-02
2.941981981981982130e+00,3.931803100806210288e-02
2.954554554554554624e+00,3.457720595947041259e-02
2.967127127127127117e+00,3.013064215014468750e-02
2.979699699699700055e+00,2.598115089786672341e-02
2.992272272272272549e+00,2.213135569777682429e-02
3.004844844844845042e+00,1.858369056368122663e-02
3.017417417417417536e+00,1.534039848915958945e-02
3.029989989989990029e+00,1.240353002944334822e-02
3.042562562562562523e+00,9.774942004962400288e-03
3.055135135135135460e+00,7.456296327379595933e-03
3.067707707707707954e+00,5.449058948855665593e-03
3.080280280280280447e+00,3.754498935207818081e-03
3.092852852852852941e+00,2.373687663549531920e-03
3.105425425425425434e+00,1.307498144917638690e-03
3.117997997997998372e+00,5.566044723154305127e-04
3.130570570570570865e+00,1.214813945208155640e-04
3.143143143143143359e+00,2.404015928614523623e-06
3.155715715715715852e+00,1.994476226172956412e-04
3.168288288288288346e+00,7.124876347496957680e-04
3.180860860860860839e+00,1.541199685338000367e-03
3.193433433433433777e+00,2.685059825323199596e-03
3.206006006006006270e+00,4.143344854839092067e-03
3.218578578578578764e+00,5.915132780452039829e-03
3.231151151151151257e+00,7.999303398086556049e-03
3.243723723723723751e+00,1.039453900126878667e-02
3.256296296296296688e+00,1.309932521423995237e-02
3.268868868868869182e+00,1.611195194941246120e-02
3.281441441441441675e+00,1.943051448856485813e-02
3.294014014014014169e+00,2.305291468709000369e-02
3.306586586586586662e+00,2.697686230053665188e-02
3.319159159159159156e+00,3.119987643260505733e-02
3.331731731731732093e+00,3.571928710368148935e-02
3.344304304304304587e+00,4.053223693891880308e-02
3.356876876876877080e+00,4.563568297479844715e-02
3.369449449449449574e+00,5.102639858302830678e-02
3.382022022022022067e+00,5.670097551056252350e-02
3.394594594594595005e+00,6.265582603445264687e-02
3.407167167167167499e+00,6.888718523016672257e-02
3.419739739739739992e+00,7.539111335194542685e-02
3.432312312312312486e+00,8.216349832368559369e-02
3.444884884884884979e+00,8.920005833878025259e-02
3.457457457457457473e+00,9.649634456726938203e-02
3.470030030030030410e+00,1.040477439685906780e-01
3.482602602602602904e+00,1.118494822081505524e-01
3.495175175175175397e+00,1.198966266758746263e-01
3.507747747747747891e+00,1.281840896048251632e-01
3.520320320320320384e+00,1.367066312879162693e-01
3.532892892892892878e+00,1.454588633906928330e-01
3.545465465465465815e+00,1.544352523580780900e-01
3.558038038038038309e+00,1.636301229129352719e-01
3.570610610610610802e+00,1.730376616442350080e-01
3.583183183183183296e+00,1.826519206825540920e-01
3.595755755755755789e+00,1.924668214605866623e-01
3.608328328328328727e+00,2.024761585562885047e-01
3.620900900900901220e+00,2.126736036162225896e-01
3.633473473473473714e+00,2.230527093566310459e-01
3.646046046046046207e+00,2.336069136396970447e-01
3.658618618618618701e+00,2.443295436224235673e-01
3.671191191191191194e+00,2.552138199755056291e-01
3.683763763763764132e+00,2.662528611695272884e-01
3.696336336336336625e+00,2.774396878257732180e-01
3.708908908908909119e+00,2.887672271289077885e-01
3.721481481481481612e+00,3.002283172987265103e-01
3.734054054054054106e+00,3.118157121181554525e-01
3.746626626626627043e+00,3.235220855146368479e-01
3.759199199199199537e+00,3.353400361919997574e-01
3.771771771771772030e+00,3.472620923098955759e-01
3.784344344344344524e+00,3.592807162078298644e-01
3.796916916916917017e+00,3.713883091708109485e-01
3.809489489489489511e+00,3.835772162335999158e-01
3.822062062062062449e+00,3.958397310205244990e-01
3.834634634634634942e+00,4.081681006177944049e-01
3.847207207207207436e+00,4.205545304752457136e-01
3.859779779779779929e+00,4.329911893344042806e-01
3.872352352352352423e+00,4.454702141797601267e-01
3.884924924924925360e+00,4.579837152101202125e-01
3.897497497497497854e+00,4.705237808268944444e-01
3.910070070070070347e+00,4.830824826361667657e-01
3.922642642642642841e+00,4.956518804613810336e-01
3.935215215215215334e+00,5.082240273634783811e-01
3.947787787787787828e+00,5.207909746653095473e-01
3.960360360360360765e+00,5.333447769771474389e-01
